item	name	description	type	category	subcategory	label
http://www.wikidata.org/entity/Q5249625	decorative laminate	laminated composite material primarily used as a finish for furniture and wall panels	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q7554903	Soil cement	mix of pulverized natural soil with small amount of Portland cement and water	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q7280316	radiant barrier	building material that reflects thermal radiation and reduces heat transfer	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q3724836	Emplekton	wall building technique	entity	architecture	building material	cultural exclusive
http://www.wikidata.org/entity/Q2972446	glass fiber reinforced concrete	type of fiber-reinforced concrete	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2514392	composite construction	construction using multiple materials to combine their properties	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2449951	Metal profiles	building materials	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2994885	cellulose insulation	building material that reduces the transfer of heat and sound	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2612293	paver	multi-shaped, multi-colored piece of brick, concrete or tile	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2602656	hydraulic lime	used to make lime mortar	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2075380	Eternit	brand of fiber cement products	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2023630	hempcrete	biocomposite material used for construction and insulation	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2063326	Magnesium oxide wallboard	building material	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2090236	mudbrick	uncooked earth used as building material	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2119408	Lath and plaster	building process	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1727909	steel frame construction	building technique in which a skeleton frame of vertical steel columns is constructed in a rectangular grid; made the skyscraper possible	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1885268	papercrete	construction material which consists of re-pulped paper fiber with Portland cement or clay	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1499885	steel fiber-reinforced shotcrete	concrete	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1630557	baseboard	wooden or vinyl board covering the lowest part of an interior wall where it meets the floor	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1497383	building-integrated photovoltaics	Photovoltaic materials used to replace conventional building materials	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1334655	terrazzo	cementitious composite material, usually used in flooring	entity	architecture	building material	cultural representative
http://www.wikidata.org/entity/Q1316289	fibre cement	material	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q944070	artificial stone	class of synthetic stone products	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1424107	expanded metal	building material	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1432769	corrugated galvanised iron	type of metal building material	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q697394	béton brut	unfinished concrete	entity	architecture	building material	cultural representative
http://www.wikidata.org/entity/Q677012	Interlocking concrete pavers	Interlocking concrete pavers	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q276854	vapor barrier	any material used to resist diffusion of moisture through walls, floors, ceilings, or roofs	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q886974	expanded clay aggregate	substrate suitable for hydroculture applications	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q249556	railway company	entity that operates a railroad track and/or trains	concept	transportation	transport company	cultural agnostic
http://www.wikidata.org/entity/Q1057026	cargo airline	airline primarily involved in transport of air freight as opposed to passenger services	concept	transportation	transport company	cultural agnostic
http://www.wikidata.org/entity/Q27973	real-time ridesharing	service that arranges one-time shared rides on very short notice	concept	transportation	transport company	cultural agnostic
http://www.wikidata.org/entity/Q1807108	shipping line	business that transports cargo and/or passengers aboard ships	concept	transportation	transport company	cultural agnostic
http://www.wikidata.org/entity/Q670113	fixed-base operator	company offering air-side aviation services at an airport	concept	transportation	transport company	cultural agnostic
http://www.wikidata.org/entity/Q7361255	rolling stock company	a company that owns and maintains railway engines and carriages which are leased to train operating companies	concept	transportation	transport company	cultural agnostic
http://www.wikidata.org/entity/Q4866769	bashaku	Japanese traders from history	concept	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q145188	Ostdeutsche Eisenbahn	German transport company	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q132168	HTM Personenvervoer	public transportation company in the Netherlands	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q125908	Metro-North Railroad	commuter rail service in New York and Connecticut	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q123955	Euskotren Tranbia	tram operator in Bilbao and Vitoria-Gasteiz, Spain	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q117262	Austro Control	transport company in Austria	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q125943	Long Island Rail Road	commuter rail service in Long Island, New York	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q428288	Woltersdorf tramway	tram system in Germany	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q429547	Transports Publics du Chablais	transport company	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q403150	AiRUnion	transport company	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q381955	ATM	public transport company of Milan	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q403021	Ahukini Terminal and Railway Company	transport company	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q393786	Agilis	transport company	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q389684	Austrian Southeastern Railway	transport company	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q429748	TransMilenio	bus rapid transit in Colombia	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q381564	Aeronaut	Estonian airline	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q394437	Veolia Transport Nederland	transport company in Netherlands	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q677257	Transports de la région Morges-Bière-Cossonay	transport company	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q677004	Geneva Public Transport	transport company	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q673123	Arkansas and Missouri Railroad	Class III shortline railroad in Arkansas	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q675718	Transports publics de la région lausannoise	transport company	entity	transportation	transport company	cultural exclusive
http://www.wikidata.org/entity/Q682863	DELAG	transport company	entity	transportation	transport company	cultural representative
